Season,Tm,Champion,Finals,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,STLperG,BLKperG,PTSperG
2006-07,MIA,0,0,NBA,82,44,38,0.537,19855,2919,6288,2391,4749,528,1539,1393,2019,817,2526,3343,1681,566,442,1201,1749,7759,0.464217557,0.343079922,0.689945518,6.902439024,5.390243902,94.62195122
2007-08,MIA,0,0,NBA,82,15,67,0.183,19830,2808,6336,2317,4963,491,1373,1384,1903,743,2342,3085,1644,589,355,1202,1670,7491,0.443181818,0.357611071,0.727272727,7.182926829,4.329268293,91.35365854
2008-09,MIA,0,0,NBA,82,43,39,0.524,19955,3034,6646,2452,5015,582,1631,1411,1871,828,2411,3239,1671,651,451,1026,1696,8061,0.456515197,0.356836297,0.75414217,7.93902439,5.5,98.30487805
2009-10,MIA,0,0,NBA,82,47,35,0.573,19880,2984,6518,2490,5092,494,1426,1452,1931,875,2553,3428,1548,605,457,1079,1710,7914,0.457809144,0.346423562,0.751941999,7.37804878,5.573170732,96.51219512
2010-11,MIA,0,1,NBA,82,58,24,0.707,19780,3031,6301,2484,4822,547,1479,1760,2288,790,2666,3456,1639,544,430,1142,1674,8369,0.481034756,0.36984449,0.769230769,6.634146341,5.243902439,102.0609756
2011-12,MIA,1,1,NBA,66,46,20,0.697,16040,2446,5212,2076,4182,370,1030,1238,1598,686,2060,2746,1317,585,355,1002,1282,6500,0.469301612,0.359223301,0.774718398,8.863636364,5.378787879,98.48484848
2012-13,MIA,1,1,NBA,82,66,16,0.805,19880,3148,6348,2431,4539,717,1809,1423,1887,676,2490,3166,1890,710,441,1143,1533,8436,0.495904222,0.396351575,0.754107048,8.658536585,5.37804878,102.8780488
2013-14,MIA,0,1,NBA,82,54,28,0.659,19880,3142,6272,2477,4443,665,1829,1431,1884,627,2397,3024,1847,732,367,1212,1596,8380,0.500956633,0.363586659,0.75955414,8.926829268,4.475609756,102.195122
2014-15,MIA,0,0,NBA,82,37,45,0.451,19730,2885,6330,2329,4671,556,1659,1438,1940,747,2461,3208,1626,642,372,1214,1636,7764,0.455766193,0.335141652,0.741237113,7.829268293,4.536585366,94.68292683
2015-16,MIA,0,0,NBA,82,48,34,0.585,19830,3150,6697,2652,5217,498,1480,1406,1889,807,2811,3618,1709,553,531,1155,1502,8204,0.470359863,0.336486486,0.744309158,6.743902439,6.475609756,100.0487805
2016-17,MIA,0,0,NBA,82,41,41,0.5,19780,3202,7037,2394,4824,808,2213,1248,1768,872,2705,3577,1742,588,469,1102,1680,8460,0.455023447,0.365115228,0.705882353,7.170731707,5.719512195,103.1707317
2017-18,MIA,0,0,NBA,82,44,38,0.537,19930,3184,6997,2281,4491,903,2506,1209,1601,763,2801,3564,1862,620,437,1179,1648,8480,0.455052165,0.360335196,0.755153029,7.56097561,5.329268293,103.4146341
2018-19,MIA,0,0,NBA,82,39,43,0.476,19730,3251,7218,2323,4560,928,2658,1238,1782,921,2879,3800,1991,627,448,1208,1712,8668,0.450401773,0.349134688,0.694725028,7.646341463,5.463414634,105.7073171
1979-80,MIL,0,0,NBA,82,49,33,0.598,19805,3685,7553,3635,7398,50,155,1605,2102,1245,2396,3641,2277,778,510,1496,1937,9025,0.487885608,0.322580645,0.763558516,9.487804878,6.219512195,110.0609756
1980-81,MIL,0,0,NBA,82,60,22,0.732,19755,3722,7472,3692,7341,30,131,1802,2340,1261,2408,3669,2319,862,530,1581,2198,9276,0.498126338,0.229007634,0.77008547,10.51219512,6.463414634,113.1219512
1981-82,MIL,0,0,NBA,82,55,27,0.671,19805,3544,7015,3495,6851,49,164,1753,2329,1167,2415,3582,2233,763,455,1589,2281,8890,0.505203136,0.298780488,0.752683555,9.304878049,5.548780488,108.4146341
1982-83,MIL,0,0,NBA,82,51,31,0.622,19830,3486,7133,3449,6964,37,169,1731,2299,1095,2477,3572,2116,662,532,1447,2131,8740,0.488714426,0.218934911,0.752936059,8.073170732,6.487804878,106.5853659
1983-84,MIL,0,0,NBA,82,50,32,0.61,19905,3432,6970,3373,6738,59,232,1743,2354,1135,2385,3520,2113,642,489,1415,2167,8666,0.492395983,0.254310345,0.740441801,7.829268293,5.963414634,105.6829268
1984-85,MIL,0,0,NBA,82,59,23,0.72,19805,3564,7256,3475,6962,89,294,1873,2473,1256,2353,3609,2164,689,486,1382,2239,9090,0.491179713,0.302721088,0.757379701,8.402439024,5.926829268,110.8536585
1985-86,MIL,0,0,NBA,82,57,25,0.695,19805,3601,7310,3476,6928,125,382,2063,2701,1189,2420,3609,2158,805,460,1369,2210,9390,0.492612859,0.327225131,0.763791188,9.817073171,5.609756098,114.5121951
1986-87,MIL,0,0,NBA,82,50,32,0.61,19780,3457,7282,3272,6710,185,572,1953,2549,1119,2322,3441,2044,845,393,1260,2180,9052,0.474732216,0.323426573,0.766182817,10.30487805,4.792682927,110.3902439
1987-88,MIL,0,0,NBA,82,42,40,0.512,19780,3366,7079,3233,6669,133,410,1832,2364,1117,2335,3452,2194,671,380,1275,1989,8697,0.475490889,0.324390244,0.774957699,8.182926829,4.634146341,106.0609756
1988-89,MIL,0,0,NBA,82,49,33,0.598,19755,3399,7167,3220,6600,179,567,1955,2382,1133,2272,3405,2071,821,323,1305,1953,8932,0.474257011,0.315696649,0.820738875,10.01219512,3.93902439,108.9268293
1989-90,MIL,0,0,NBA,82,44,38,0.537,19830,3380,7146,3171,6476,209,670,1722,2273,1108,2246,3354,2046,826,326,1315,2086,8691,0.472991884,0.311940299,0.757589089,10.07317073,3.975609756,105.9878049
1990-91,MIL,0,0,NBA,82,48,34,0.585,19855,3337,6948,3080,6195,257,753,1796,2241,1079,2162,3241,2075,894,330,1321,2033,8727,0.480282096,0.341301461,0.801427934,10.90243902,4.024390244,106.4268293
1991-92,MIL,0,0,NBA,82,31,51,0.378,19880,3321,7216,2950,6211,371,1005,1596,2104,1297,2172,3469,2018,863,317,1350,1904,8609,0.460227273,0.369154229,0.758555133,10.52439024,3.865853659,104.9878049
1992-93,MIL,0,0,NBA,82,28,54,0.341,19730,3268,6924,2956,5988,312,936,1544,2081,1050,2113,3163,2084,863,393,1363,1978,8392,0.471981514,0.333333333,0.741950985,10.52439024,4.792682927,102.3414634
1993-94,MIL,0,0,NBA,82,20,62,0.244,19705,3044,6807,2713,5788,331,1019,1530,2181,1126,2154,3280,1946,800,407,1343,1821,7949,0.44718672,0.324828263,0.701513067,9.756097561,4.963414634,96.93902439
1994-95,MIL,0,0,NBA,82,34,48,0.415,19855,3022,6586,2528,5237,494,1349,1608,2259,1063,2187,3250,1737,674,359,1393,1858,8146,0.458852111,0.366197183,0.711819389,8.219512195,4.37804878,99.34146341
1995-96,MIL,0,0,NBA,82,25,57,0.305,19730,3034,6490,2677,5434,357,1056,1412,1914,973,2164,3137,1755,582,307,1295,1943,7837,0.467488444,0.338068182,0.737722048,7.097560976,3.743902439,95.57317073
1996-97,MIL,0,0,NBA,82,33,49,0.402,19730,2967,6303,2643,5383,324,920,1560,2104,955,2263,3218,1610,632,348,1285,1892,7818,0.470728225,0.352173913,0.741444867,7.707317073,4.243902439,95.34146341
1997-98,MIL,0,0,NBA,82,36,46,0.439,19930,2918,6399,2669,5696,249,703,1663,2167,1035,2236,3271,1649,733,357,1383,1915,7748,0.456008751,0.354196302,0.767420397,8.93902439,4.353658537,94.48780488
1998-99,MIL,0,0,NBA,50,28,22,0.56,12050,1753,3818,1522,3199,231,619,847,1155,570,1369,1939,1030,442,202,719,1142,4584,0.459140911,0.373182553,0.733333333,8.84,4.04,91.68
1999-00,MIL,0,0,NBA,82,42,40,0.512,19855,3174,6827,2780,5758,394,1069,1558,1982,1016,2373,3389,1852,671,381,1230,2020,8300,0.464918705,0.368568756,0.786074672,8.182926829,4.646341463,101.2195122
2000-01,MIL,0,0,NBA,82,52,30,0.634,19780,3112,6798,2550,5317,562,1481,1474,1874,975,2500,3475,1844,672,386,1123,1928,8260,0.457781701,0.379473329,0.786552828,8.195121951,4.707317073,100.7317073
2001-02,MIL,0,0,NBA,82,41,41,0.5,19905,3041,6577,2448,4994,593,1583,1321,1767,841,2557,3398,1847,596,388,1157,1788,7996,0.462368861,0.37460518,0.747594793,7.268292683,4.731707317,97.51219512
2002-03,MIL,0,0,NBA,82,42,40,0.512,19905,3045,6670,2460,5144,585,1526,1483,1911,876,2367,3243,1823,622,344,1044,1820,8158,0.456521739,0.383355177,0.77603349,7.585365854,4.195121951,99.48780488
2003-04,MIL,0,0,NBA,82,41,41,0.5,19780,2970,6650,2569,5505,401,1145,1698,2192,960,2502,3462,1872,554,383,1110,1668,8039,0.446616541,0.350218341,0.774635036,6.756097561,4.670731707,98.03658537
2004-05,MIL,0,0,NBA,82,30,52,0.366,19780,2964,6580,2639,5655,325,925,1720,2229,985,2405,3390,1720,529,289,1132,1797,7973,0.450455927,0.351351351,0.771646478,6.451219512,3.524390244,97.23170732
2005-06,MIL,0,0,NBA,82,40,42,0.488,19855,2976,6566,2469,5231,507,1335,1561,2115,929,2448,3377,1769,597,270,1197,1902,8020,0.453243984,0.379775281,0.738061466,7.280487805,3.292682927,97.80487805
2006-07,MIL,0,0,NBA,82,28,54,0.341,19855,3121,6714,2597,5242,524,1472,1406,1919,941,2272,3213,1771,587,224,1240,1821,8172,0.464849568,0.355978261,0.732673267,7.158536585,2.731707317,99.65853659
2007-08,MIL,0,0,NBA,82,26,56,0.317,19855,3026,6745,2574,5432,452,1313,1452,1980,1055,2363,3418,1760,544,361,1210,1748,7956,0.448628614,0.34424981,0.733333333,6.634146341,4.402439024,97.02439024
2008-09,MIL,0,0,NBA,82,34,48,0.415,19780,3009,6755,2498,5347,511,1408,1613,2067,973,2367,3340,1802,609,308,1154,1986,8142,0.445447816,0.362926136,0.780358007,7.426829268,3.756097561,99.29268293
2009-10,MIL,0,0,NBA,82,46,36,0.561,19980,3050,6998,2405,5185,645,1813,1264,1675,965,2560,3525,1740,580,385,1085,1823,8009,0.435838811,0.355763927,0.754626866,7.073170732,4.695121951,97.67073171
2010-11,MIL,0,0,NBA,82,35,47,0.427,19830,2814,6544,2331,5130,483,1414,1423,1881,862,2480,3342,1545,617,399,1103,1682,7534,0.430012225,0.341584158,0.756512493,7.524390244,4.865853659,91.87804878
2011-12,MIL,0,0,NBA,66,31,35,0.47,15865,2502,5652,2066,4387,436,1265,1095,1415,820,1983,2803,1550,548,335,929,1273,6535,0.442675159,0.344664032,0.77385159,8.303030303,5.075757576,99.01515152
2012-13,MIL,0,0,NBA,82,38,44,0.463,19830,3128,7197,2527,5527,601,1670,1251,1700,1068,2537,3605,1876,685,550,1156,1554,8108,0.434625538,0.35988024,0.735882353,8.353658537,6.707317073,98.87804878
2013-14,MIL,0,0,NBA,82,15,67,0.183,19880,2952,6737,2404,5184,548,1553,1377,1843,971,2399,3370,1760,541,403,1238,1713,7829,0.43817723,0.352865422,0.747151384,6.597560976,4.914634146,95.47560976
2014-15,MIL,0,0,NBA,82,41,41,0.5,19930,3083,6722,2538,5222,545,1500,1312,1734,876,2574,3450,1932,789,403,1373,1814,8023,0.458643261,0.363333333,0.756632065,9.62195122,4.914634146,97.84146341
2015-16,MIL,0,0,NBA,82,33,49,0.402,19830,3145,6740,2705,5463,440,1277,1392,1863,858,2559,3417,1895,672,475,1247,1695,8122,0.466617211,0.344557557,0.747181965,8.195121951,5.792682927,99.04878049
2016-17,MIL,0,0,NBA,82,42,40,0.512,19780,3182,6715,2462,4769,720,1946,1413,1839,723,2589,3312,1984,666,436,1145,1660,8497,0.473864483,0.369989723,0.768352365,8.12195122,5.317073171,103.6219512
2017-18,MIL,0,0,NBA,82,44,38,0.537,19830,3257,6807,2539,4783,718,2024,1499,1915,688,2579,3267,1905,722,443,1134,1752,8731,0.478478037,0.354743083,0.782767624,8.804878049,5.402439024,106.4756098
2018-19,MIL,0,0,NBA,82,60,22,0.732,19780,3555,7471,2450,4337,1105,3134,1471,1904,762,3316,4078,2136,615,486,1137,1608,9686,0.475839914,0.352584556,0.772584034,7.5,5.926829268,118.1219512
1989-90,MIN,0,0,NBA,82,22,60,0.268,19855,3067,6876,2994,6582,73,294,1596,2137,1196,2053,3249,1844,789,344,1197,1901,7803,0.446044212,0.24829932,0.746841366,9.62195122,4.195121951,95.15853659
1990-91,MIN,0,0,NBA,82,29,53,0.354,19905,3265,7276,3157,6895,108,381,1531,2082,1275,2113,3388,1885,712,440,1062,1864,8169,0.448735569,0.283464567,0.735350624,8.682926829,5.365853659,99.62195122
1991-92,MIN,0,0,NBA,82,15,67,0.183,19805,3366,7342,3240,6948,126,394,1379,1857,1167,2168,3335,2025,619,526,1157,1866,8237,0.458458186,0.319796954,0.742595584,7.548780488,6.414634146,100.4512195
1992-93,MIN,0,0,NBA,82,19,63,0.232,19855,3043,6529,2877,5960,166,569,1794,2247,940,2204,3144,2001,649,455,1422,2028,8046,0.466074437,0.291739895,0.798397864,7.914634146,5.548780488,98.12195122
1993-94,MIN,0,0,NBA,82,20,62,0.244,19730,2985,6535,2802,5978,183,557,1777,2303,990,2343,3333,1967,600,440,1478,2016,7930,0.456771232,0.328545781,0.771602258,7.317073171,5.365853659,96.70731707
1994-95,MIN,0,0,NBA,82,21,61,0.256,19780,2792,6219,2474,5203,318,1016,1824,2355,883,2090,2973,1780,609,402,1400,2074,7726,0.448946776,0.312992126,0.774522293,7.426829268,4.902439024,94.2195122
1995-96,MIN,0,0,NBA,82,26,56,0.317,19780,2974,6481,2695,5624,279,857,1797,2314,985,2271,3256,1867,650,481,1426,1994,8024,0.458879802,0.325554259,0.776577355,7.926829268,5.865853659,97.85365854
1996-97,MIN,0,0,NBA,82,40,42,0.488,19780,2937,6436,2566,5343,371,1093,1637,2180,957,2302,3259,1874,618,557,1243,1818,7882,0.456339341,0.339432754,0.750917431,7.536585366,6.792682927,96.12195122
1997-98,MIN,0,0,NBA,82,45,37,0.549,19930,3157,6844,2854,5971,303,873,1673,2253,1063,2429,3492,2068,639,427,1138,1882,8290,0.461279953,0.347079038,0.742565468,7.792682927,5.207317073,101.097561
1998-99,MIN,0,0,NBA,50,25,25,0.5,12025,1838,4327,1716,3917,122,410,849,1143,754,1392,2146,1218,426,272,641,1185,4647,0.424774671,0.297560976,0.742782152,8.52,5.44,92.94
1999-00,MIN,0,0,NBA,82,50,32,0.61,19905,3226,6910,2978,6194,248,716,1379,1769,1016,2471,3487,2205,622,444,1139,1913,8079,0.466859624,0.346368715,0.779536461,7.585365854,5.414634146,98.52439024
2000-01,MIN,0,0,NBA,82,47,35,0.573,19830,3148,6871,2826,5970,322,901,1364,1737,1002,2470,3472,2083,682,456,1136,1900,7982,0.458157473,0.357380688,0.785261946,8.317073171,5.56097561,97.34146341
2001-02,MIN,0,0,NBA,82,50,32,0.61,19805,3175,6887,2779,5840,396,1047,1399,1754,1059,2562,3621,1993,524,427,1097,1739,8145,0.461013504,0.378223496,0.797605473,6.390243902,5.207317073,99.32926829
2002-03,MIN,0,0,NBA,82,51,31,0.622,19805,3172,6809,2876,6005,296,804,1406,1826,959,2614,3573,2070,553,433,1124,1704,8046,0.465854017,0.368159204,0.769989047,6.743902439,5.280487805,98.12195122
2003-04,MIN,0,0,NBA,82,58,24,0.707,19755,3033,6571,2707,5674,326,897,1361,1743,875,2645,3520,1890,561,462,1043,1731,7753,0.461573581,0.363433668,0.780837636,6.841463415,5.634146341,94.54878049
2004-05,MIN,0,0,NBA,82,44,38,0.537,19755,3045,6629,2650,5484,395,1145,1449,1820,947,2580,3527,1918,460,447,1079,1774,7934,0.459345301,0.344978166,0.796153846,5.609756098,5.451219512,96.75609756
2005-06,MIN,0,0,NBA,82,33,49,0.402,19855,2888,6340,2578,5398,310,942,1436,1895,811,2422,3233,1716,559,471,1189,1889,7522,0.455520505,0.329087049,0.757783641,6.817073171,5.743902439,91.73170732
2006-07,MIN,0,0,NBA,82,32,50,0.39,20005,2997,6503,2613,5414,384,1089,1499,1892,819,2474,3293,1848,532,325,1278,1758,7877,0.460864217,0.35261708,0.792283298,6.487804878,3.963414634,96.06097561
2007-08,MIN,0,0,NBA,82,22,60,0.268,19730,3076,6817,2635,5558,441,1259,1246,1693,964,2428,3392,1630,616,306,1188,1885,7839,0.451224879,0.350277998,0.735971648,7.512195122,3.731707317,95.59756098
2008-09,MIN,0,0,NBA,82,24,58,0.293,19805,2986,6766,2443,5227,543,1539,1504,1957,975,2442,3417,1674,512,322,1165,1785,8019,0.441324268,0.352826511,0.76852325,6.243902439,3.926829268,97.79268293
2009-10,MIN,0,0,NBA,82,15,67,0.183,19780,3106,6923,2703,5742,403,1181,1436,1926,962,2556,3518,1626,597,306,1333,1699,8051,0.448649429,0.34123624,0.745586708,7.280487805,3.731707317,98.18292683
2010-11,MIN,0,0,NBA,82,17,65,0.207,19780,3090,7014,2501,5449,589,1565,1519,1977,1085,2556,3641,1650,592,422,1398,1825,8288,0.440547476,0.376357827,0.768335862,7.219512195,5.146341463,101.0731707
2011-12,MIN,0,0,NBA,66,26,40,0.394,15940,2355,5434,1882,4011,473,1423,1281,1662,797,2089,2886,1290,436,293,1001,1212,6464,0.433382407,0.332396346,0.770758123,6.606060606,4.439393939,97.93939394
2012-13,MIN,0,0,NBA,82,31,51,0.378,19730,2943,6702,2493,5227,450,1475,1515,2042,973,2473,3446,1836,700,387,1214,1509,7851,0.43912265,0.305084746,0.741919687,8.536585366,4.719512195,95.74390244
2013-14,MIN,0,0,NBA,82,40,42,0.488,19855,3189,7175,2589,5418,600,1757,1790,2301,1024,2644,3668,1963,718,297,1142,1504,8768,0.44445993,0.341491178,0.777922642,8.756097561,3.62195122,106.9268293
2014-15,MIN,0,0,NBA,82,16,66,0.195,19805,2986,6820,2580,5597,406,1223,1638,2110,949,2406,3355,1771,668,327,1231,1571,8016,0.437829912,0.331970564,0.776303318,8.146341463,3.987804878,97.75609756
2015-16,MIN,0,0,NBA,82,29,53,0.354,19880,3095,6668,2640,5321,455,1347,1753,2213,821,2587,3408,1916,656,375,1231,1696,8398,0.464157169,0.337787676,0.79213737,8,4.573170732,102.4146341
2016-17,MIN,0,0,NBA,82,31,51,0.378,19805,3235,6922,2634,5199,601,1723,1586,1986,938,2540,3478,1940,654,370,1150,1646,8657,0.467350477,0.348810215,0.798590131,7.975609756,4.512195122,105.5731707
2017-18,MIN,0,0,NBA,82,47,35,0.573,19805,3365,7063,2707,5218,658,1845,1592,1980,848,2593,3441,1861,689,345,1021,1495,8980,0.476426448,0.356639566,0.804040404,8.402439024,4.207317073,109.5121951
2018-19,MIN,0,0,NBA,82,36,46,0.439,19830,3413,7483,2586,5126,827,2357,1570,1995,923,2750,3673,2018,683,411,1074,1664,9223,0.456100494,0.35086975,0.786967419,8.329268293,5.012195122,112.4756098
1979-80,NJN,0,0,NBA,82,34,48,0.415,19805,3456,7504,3371,7206,85,298,1882,2406,1229,2535,3764,2094,869,581,1702,2181,8879,0.460554371,0.285234899,0.782211139,10.59756098,7.085365854,108.2804878
1980-81,NJN,0,0,NBA,82,24,58,0.293,19805,3477,7314,3443,7176,34,138,1780,2371,1092,2374,3466,2068,750,458,1664,2204,8768,0.475389664,0.246376812,0.750738085,9.146341463,5.585365854,106.9268293
1981-82,NJN,0,0,NBA,82,44,38,0.537,19780,3501,7227,3471,7081,30,146,1714,2354,1194,2320,3514,2096,918,481,1650,2295,8746,0.484433375,0.205479452,0.728122345,11.19512195,5.865853659,106.6585366
1982-83,NJN,0,0,NBA,82,49,33,0.598,19705,3510,7140,3480,6991,30,149,1622,2301,1266,2427,3693,2143,911,592,1873,2166,8672,0.491596639,0.201342282,0.704910908,11.1097561,7.219512195,105.7560976
1983-84,NJN,0,0,NBA,82,45,37,0.549,19805,3614,7258,3565,7026,49,232,1742,2488,1221,2313,3534,2148,814,499,1608,2243,9019,0.497933315,0.211206897,0.700160772,9.926829268,6.085365854,109.9878049
1984-85,NJN,0,0,NBA,82,42,40,0.512,19755,3646,7445,3594,7221,52,224,1631,2237,1233,2325,3558,2163,772,415,1355,2011,8975,0.489724647,0.232142857,0.729101475,9.414634146,5.06097561,109.4512195
1985-86,NJN,0,0,NBA,82,39,43,0.476,19805,3548,7301,3505,7087,43,214,1810,2396,1183,2483,3666,2128,749,345,1575,2129,8949,0.485960827,0.200934579,0.75542571,9.134146341,4.207317073,109.1341463
1986-87,NJN,0,0,NBA,82,24,58,0.293,19855,3374,7083,3229,6634,145,449,2000,2607,1169,2409,3578,1991,643,397,1617,2353,8893,0.476351828,0.322939866,0.767165324,7.841463415,4.841463415,108.4512195
1987-88,NJN,0,0,NBA,82,19,63,0.232,19780,3208,6857,3071,6402,137,455,1682,2308,1075,2262,3337,1795,727,385,1503,2042,8235,0.46784308,0.301098901,0.728769497,8.865853659,4.695121951,100.4268293
1988-89,NJN,0,0,NBA,82,26,56,0.317,19805,3333,7226,3146,6658,187,568,1653,2260,1204,2419,3623,1793,773,431,1449,1966,8506,0.461251038,0.329225352,0.731415929,9.426829268,5.256097561,103.7317073
1989-90,NJN,0,0,NBA,82,17,65,0.207,19705,3157,7415,3017,6909,140,506,1754,2350,1363,2324,3687,1475,774,481,1360,1952,8208,0.425758597,0.276679842,0.746382979,9.43902439,5.865853659,100.097561
1990-91,NJN,0,0,NBA,82,26,56,0.317,19830,3311,7459,3150,6873,161,586,1658,2245,1400,2348,3748,1782,748,600,1423,1954,8441,0.443893283,0.274744027,0.738530067,9.12195122,7.317073171,102.9390244
1991-92,NJN,0,0,NBA,82,40,42,0.488,19780,3473,7580,3249,6910,224,670,1471,2009,1512,2392,3904,1937,736,615,1392,1834,8641,0.45817942,0.334328358,0.732205077,8.975609756,7.5,105.3780488
1992-93,NJN,0,0,NBA,82,43,39,0.524,19780,3272,7084,3117,6596,155,488,1732,2258,1291,2506,3797,1872,693,526,1355,1892,8431,0.46188594,0.317622951,0.767050487,8.451219512,6.414634146,102.8170732
1993-94,NJN,0,0,NBA,82,45,37,0.549,19830,3169,7115,2946,6432,223,683,1900,2495,1300,2556,3856,1900,696,576,1196,1693,8461,0.445397048,0.326500732,0.761523046,8.487804878,7.024390244,103.1829268
1994-95,NJN,0,0,NBA,82,30,52,0.366,19880,2939,6738,2525,5441,414,1297,1750,2305,1213,2569,3782,1884,544,548,1300,1844,8042,0.436182844,0.31919815,0.759219089,6.634146341,6.682926829,98.07317073
1995-96,NJN,0,0,NBA,82,30,52,0.366,19905,2881,6750,2631,6004,250,746,1672,2244,1350,2503,3853,1752,627,571,1375,1880,7684,0.426814815,0.335120643,0.745098039,7.646341463,6.963414634,93.70731707
1996-97,NJN,0,0,NBA,82,26,56,0.317,19780,2994,7091,2510,5720,484,1371,1502,2031,1410,2376,3786,1726,677,481,1290,1865,7974,0.422225356,0.353026988,0.739537174,8.256097561,5.865853659,97.24390244
1997-98,NJN,0,0,NBA,82,43,39,0.524,19880,3055,6928,2745,5991,310,937,1750,2351,1344,2137,3481,1685,777,314,1180,1917,8170,0.440964203,0.330843116,0.7443641,9.475609756,3.829268293,99.63414634
1998-99,NJN,0,0,NBA,50,16,34,0.32,12050,1691,4160,1466,3481,225,679,962,1251,715,1437,2152,923,491,273,750,1134,4569,0.406490385,0.331369661,0.768984812,9.82,5.46,91.38
1999-00,NJN,0,0,NBA,82,31,51,0.378,19830,2979,6881,2502,5507,477,1374,1601,2041,1040,2315,3355,1688,720,393,1119,1913,8036,0.43293126,0.347161572,0.784419402,8.780487805,4.792682927,98
2000-01,NJN,0,0,NBA,82,26,56,0.317,19730,2781,6550,2420,5466,361,1084,1629,2146,909,2337,3246,1603,649,407,1208,1982,7552,0.424580153,0.33302583,0.759086673,7.914634146,4.963414634,92.09756098
2001-02,NJN,0,1,NBA,82,52,30,0.634,19830,3042,6816,2639,5622,403,1194,1402,1907,1039,2515,3554,1990,716,490,1189,1734,7889,0.446302817,0.337520938,0.735186156,8.731707317,5.975609756,96.20731707
2002-03,NJN,0,1,NBA,82,49,33,0.598,19755,2906,6585,2560,5544,346,1041,1662,2195,991,2528,3519,1887,717,374,1212,1772,7820,0.441305998,0.332372719,0.757175399,8.743902439,4.56097561,95.36585366
2003-04,NJN,0,0,NBA,82,47,35,0.573,19705,2813,6372,2436,5249,377,1123,1398,1856,862,2473,3335,2009,709,322,1209,1722,7401,0.441462649,0.335707925,0.753232759,8.646341463,3.926829268,90.25609756
2004-05,NJN,0,0,NBA,82,42,40,0.512,19905,2753,6419,2318,5216,435,1203,1555,2039,855,2387,3242,1772,650,308,1164,1985,7496,0.428883004,0.36159601,0.76262874,7.926829268,3.756097561,91.41463415
2005-06,NJN,0,0,NBA,82,49,33,0.598,19780,2778,6317,2301,4870,477,1447,1658,2187,822,2539,3361,1884,558,278,1119,1903,7691,0.439765712,0.329647547,0.758116141,6.804878049,3.390243902,93.79268293
2006-07,NJN,0,0,NBA,82,41,41,0.5,19880,2913,6379,2304,4703,609,1676,1566,2153,822,2525,3347,1962,499,273,1212,1869,8001,0.456654648,0.363365155,0.727357176,6.085365854,3.329268293,97.57317073
2007-08,NJN,0,0,NBA,82,34,48,0.415,19830,2856,6450,2358,5020,498,1430,1647,2237,913,2520,3433,1925,521,390,1229,1855,7857,0.442790698,0.348251748,0.736253911,6.353658537,4.756097561,95.81707317
2008-09,NJN,0,0,NBA,82,34,48,0.415,19830,2925,6536,2273,4801,652,1735,1542,1980,850,2415,3265,1636,559,391,1075,1838,8044,0.44752142,0.375792507,0.778787879,6.817073171,4.768292683,98.09756098
2009-10,NJN,0,0,NBA,82,12,70,0.146,19780,2813,6554,2436,5369,377,1185,1572,2015,897,2358,3255,1540,573,393,1182,1643,7575,0.42920354,0.31814346,0.780148883,6.987804878,4.792682927,92.37804878
2010-11,NJN,0,0,NBA,82,24,58,0.293,20005,2918,6638,2459,5301,459,1337,1427,1881,909,2440,3349,1723,458,384,1152,1807,7722,0.439590238,0.343305909,0.758639022,5.585365854,4.682926829,94.17073171
2011-12,NJN,0,0,NBA,66,22,44,0.333,15890,2262,5320,1755,3839,507,1481,1113,1433,783,1879,2662,1311,493,260,995,1268,6144,0.42518797,0.342336259,0.776692254,7.46969697,3.939393939,93.09090909
2002-03,NOH,0,0,NBA,82,47,35,0.573,19905,2914,6695,2510,5620,404,1075,1467,1910,1097,2475,3572,1807,656,394,1212,1769,7699,0.435250187,0.375813953,0.768062827,8,4.804878049,93.8902439
2003-04,NOH,0,0,NBA,82,41,41,0.5,19830,2772,6605,2241,4939,531,1666,1454,1937,1091,2418,3509,1716,708,346,1228,1715,7529,0.419682059,0.318727491,0.750645328,8.634146341,4.219512195,91.81707317
2004-05,NOH,0,0,NBA,82,18,64,0.22,19930,2718,6556,2303,5240,415,1316,1401,1830,1019,2281,3300,1724,550,310,1217,1883,7252,0.414582062,0.315349544,0.76557377,6.707317073,3.780487805,88.43902439
2007-08,NOH,0,0,NBA,82,56,26,0.683,19805,3164,6796,2534,5175,630,1621,1312,1707,937,2494,3431,1785,637,321,974,1531,8270,0.465567981,0.388648982,0.768599883,7.768292683,3.914634146,100.8536585
2008-09,NOH,0,0,NBA,82,49,33,0.598,19755,2911,6366,2355,4840,556,1526,1479,1833,802,2453,3255,1609,593,338,1029,1665,7857,0.457273013,0.364351245,0.806873977,7.231707317,4.12195122,95.81707317
2009-10,NOH,0,0,NBA,82,37,45,0.451,19830,3178,6842,2607,5270,571,1572,1293,1661,852,2450,3302,1828,625,300,1103,1606,8220,0.464484069,0.363231552,0.778446719,7.62195122,3.658536585,100.2439024
2010-11,NOH,0,0,NBA,82,46,36,0.561,19830,2944,6416,2500,5184,444,1232,1452,1897,824,2468,3292,1691,624,359,1069,1719,7784,0.458852868,0.36038961,0.765419083,7.609756098,4.37804878,94.92682927
