Season,Tm,Champion,Finals,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,STLperG,BLKperG,PTSperG
2011-12,NOH,0,0,NBA,66,21,45,0.318,15940,2300,5103,2041,4326,259,777,1057,1397,724,1991,2715,1368,488,316,1024,1324,5916,0.450715266,0.333333333,0.756621331,7.393939394,4.787878788,89.63636364
2012-13,NOH,0,0,NBA,82,27,55,0.329,19780,2955,6589,2420,5115,535,1474,1269,1636,988,2426,3414,1721,520,440,1193,1673,7714,0.448474731,0.362957938,0.775672372,6.341463415,5.365853659,94.07317073
2013-14,NOP,0,0,NBA,82,34,48,0.415,19855,3101,6761,2615,5458,486,1303,1489,1936,933,2486,3419,1745,647,523,1129,1857,8177,0.458659962,0.372985418,0.76911157,7.890243902,6.37804878,99.7195122
2014-15,NOP,0,0,NBA,82,45,37,0.549,19780,3108,6795,2522,5212,586,1583,1345,1790,942,2621,3563,1806,553,510,1087,1530,8147,0.457395143,0.370183196,0.751396648,6.743902439,6.219512195,99.35365854
2015-16,NOP,0,0,NBA,82,30,52,0.366,19780,3153,7040,2451,5089,702,1951,1415,1823,782,2712,3494,1818,633,342,1102,1713,8423,0.447869318,0.359815479,0.776193088,7.719512195,4.170731707,102.7195122
2016-17,NOP,0,0,NBA,82,34,48,0.415,19905,3210,7130,2442,4934,768,2196,1368,1825,703,2879,3582,1869,638,453,1054,1490,8556,0.450210379,0.349726776,0.749589041,7.780487805,5.524390244,104.3414634
2017-18,NOP,0,0,NBA,82,48,34,0.585,19955,3500,7241,2663,4929,837,2312,1324,1716,712,2924,3636,2195,657,485,1223,1570,9161,0.483358652,0.362024221,0.771561772,8.012195122,5.914634146,111.7195122
2018-19,NOP,0,0,NBA,82,33,49,0.402,19755,3581,7563,2739,5114,842,2449,1462,1921,909,2969,3878,2216,610,441,1215,1732,9466,0.473489356,0.343813802,0.761061947,7.43902439,5.37804878,115.4390244
2005-06,NOK,0,0,NBA,82,38,44,0.463,19805,2831,6428,2531,5543,300,885,1649,2176,918,2379,3297,1519,611,311,1095,1786,7611,0.440416926,0.338983051,0.7578125,7.451219512,3.792682927,92.81707317
2006-07,NOK,0,0,NBA,82,39,43,0.476,19880,2971,6674,2516,5418,455,1256,1436,1941,1025,2512,3537,1537,522,347,1187,1620,7833,0.445160324,0.362261146,0.739824833,6.365853659,4.231707317,95.52439024
1979-80,NYK,0,0,NBA,82,39,43,0.476,19780,3802,7672,3760,7481,42,191,1698,2274,1236,2303,3539,2265,881,457,1613,2168,9344,0.4955683,0.219895288,0.746701847,10.74390244,5.573170732,113.9512195
1980-81,NYK,0,0,NBA,82,50,32,0.61,19830,3505,7255,3449,7019,56,236,1783,2386,1137,2205,3342,1976,861,314,1461,1917,8849,0.483115093,0.237288136,0.747275775,10.5,3.829268293,107.9146341
1981-82,NYK,0,0,NBA,82,33,49,0.402,19830,3523,7178,3465,6964,58,214,1603,2171,1168,2273,3441,2075,719,338,1486,2195,8707,0.490805238,0.271028037,0.738369415,8.768292683,4.12195122,106.1829268
1982-83,NYK,0,0,NBA,82,44,38,0.537,19805,3272,6793,3239,6662,33,131,1621,2282,1080,2263,3343,2034,701,378,1509,2180,8198,0.48167231,0.251908397,0.710341805,8.548780488,4.609756098,99.97560976
1983-84,NYK,0,0,NBA,82,47,35,0.573,19855,3386,6837,3339,6672,47,165,1944,2510,1088,2230,3318,2041,803,360,1587,2281,8763,0.495246453,0.284848485,0.774501992,9.792682927,4.390243902,106.8658537
1984-85,NYK,0,0,NBA,82,24,58,0.293,19830,3435,7101,3384,6903,51,198,1706,2350,1116,2102,3218,1999,754,267,1458,2398,8627,0.483734685,0.257575758,0.725957447,9.195121951,3.256097561,105.2073171
1985-86,NYK,0,0,NBA,82,23,59,0.28,19805,3239,7034,3157,6795,82,239,1534,2237,1081,2170,3251,1877,714,308,1438,2213,8094,0.46047768,0.343096234,0.68573983,8.707317073,3.756097561,98.70731707
1986-87,NYK,0,0,NBA,82,24,58,0.293,19780,3329,7023,3204,6648,125,375,1725,2362,1108,2162,3270,1941,704,396,1420,2028,8508,0.474013954,0.333333333,0.730313294,8.585365854,4.829268293,103.7560976
1987-88,NYK,0,0,NBA,82,38,44,0.463,19805,3363,7232,3184,6665,179,567,1750,2306,1286,2194,3480,2012,789,445,1518,2361,8655,0.465016593,0.315696649,0.758889853,9.62195122,5.426829268,105.5487805
1988-89,NYK,0,0,NBA,82,52,30,0.634,19805,3701,7611,3315,6464,386,1147,1779,2366,1322,2265,3587,2083,900,446,1572,2053,9567,0.486269873,0.336530078,0.751901944,10.97560976,5.43902439,116.6707317
1989-90,NYK,0,0,NBA,82,45,37,0.549,19830,3434,7089,3198,6379,236,710,1775,2349,1187,2426,3613,2140,714,492,1412,1828,8879,0.48441247,0.332394366,0.755640698,8.707317073,6,108.2804878
1990-91,NYK,0,0,NBA,82,39,43,0.476,19955,3308,6822,3123,6264,185,558,1654,2147,1053,2436,3489,2172,638,418,1379,1764,8455,0.484901788,0.331541219,0.770377271,7.780487805,5.097560976,103.1097561
1991-92,NYK,0,0,NBA,82,51,31,0.622,19855,3312,6947,3111,6329,201,618,1503,2049,1185,2489,3674,2130,634,382,1242,1905,8328,0.476752555,0.325242718,0.733528551,7.731707317,4.658536585,101.5609756
1992-93,NYK,0,0,NBA,82,60,22,0.732,19930,3209,6898,3016,6294,193,604,1717,2316,1150,2660,3810,2125,680,372,1296,2111,8328,0.465207306,0.319536424,0.741364421,8.292682927,4.536585366,101.5609756
1993-94,NYK,0,1,NBA,82,57,25,0.695,19755,3098,6735,2782,5827,316,908,1564,2097,1175,2542,3717,2067,752,385,1360,2001,8076,0.459985152,0.348017621,0.745827372,9.170731707,4.695121951,98.48780488
1994-95,NYK,0,0,NBA,82,55,27,0.671,19780,2985,6394,2453,4948,532,1446,1552,2114,929,2473,3402,2055,591,387,1305,2102,8054,0.466843916,0.36791148,0.734153264,7.207317073,4.719512195,98.2195122
1995-96,NYK,0,0,NBA,82,47,35,0.573,19830,3003,6382,2518,5097,485,1285,1480,1954,829,2449,3278,1822,645,377,1272,1864,7971,0.47054215,0.377431907,0.757420676,7.865853659,4.597560976,97.20731707
1996-97,NYK,0,0,NBA,82,57,25,0.695,19855,2882,6227,2412,4933,470,1294,1585,2119,973,2516,3489,1809,629,378,1462,2033,7819,0.462823189,0.363214838,0.747994337,7.670731707,4.609756098,95.35365854
1997-98,NYK,0,0,NBA,82,43,39,0.524,19830,2864,6413,2482,5274,382,1139,1399,1812,978,2434,3412,1787,634,278,1247,1947,7509,0.446592858,0.335381914,0.772075055,7.731707317,3.390243902,91.57317073
1998-99,NYK,0,1,NBA,50,27,23,0.54,12100,1610,3704,1402,3115,208,589,892,1218,551,1510,2061,963,395,262,804,1140,4320,0.434665227,0.353140917,0.732348112,7.9,5.24,86.4
1999-00,NYK,0,0,NBA,82,50,32,0.61,19830,2897,6374,2546,5437,351,937,1410,1805,802,2521,3323,1588,515,349,1201,1983,7555,0.454502667,0.374599787,0.781163435,6.280487805,4.256097561,92.13414634
2000-01,NYK,0,0,NBA,82,48,34,0.585,19905,2755,6198,2364,5083,391,1115,1374,1727,773,2524,3297,1520,545,346,1189,1863,7275,0.444498225,0.350672646,0.795599305,6.646341463,4.219512195,88.7195122
2001-02,NYK,0,0,NBA,82,30,52,0.366,19805,2817,6520,2343,5176,474,1344,1406,1786,876,2458,3334,1720,558,288,1192,1800,7514,0.432055215,0.352678571,0.787234043,6.804878049,3.512195122,91.63414634
2002-03,NYK,0,0,NBA,82,37,45,0.451,19855,2967,6725,2361,5143,606,1582,1320,1620,842,2376,3218,1800,579,255,1149,1888,7860,0.441189591,0.383059418,0.814814815,7.06097561,3.109756098,95.85365854
2003-04,NYK,0,0,NBA,82,39,43,0.476,19880,2881,6513,2475,5398,406,1115,1374,1732,950,2543,3493,1695,608,391,1289,1897,7542,0.442346077,0.364125561,0.79330254,7.414634146,4.768292683,91.97560976
2004-05,NYK,0,0,NBA,82,33,49,0.402,19880,2978,6599,2537,5359,441,1240,1580,2060,965,2393,3358,1665,629,260,1204,1942,7977,0.451280497,0.355645161,0.766990291,7.670731707,3.170731707,97.2804878
2005-06,NYK,0,0,NBA,82,23,59,0.28,19930,2822,6206,2502,5322,320,884,1878,2587,1034,2360,3394,1468,555,271,1449,2157,7842,0.454721238,0.36199095,0.725937379,6.768292683,3.304878049,95.63414634
2006-07,NYK,0,0,NBA,82,33,49,0.402,20005,2903,6356,2429,4986,474,1370,1714,2396,1032,2516,3548,1532,543,260,1405,1932,7994,0.456733795,0.345985401,0.715358932,6.62195122,3.170731707,97.48780488
2007-08,NYK,0,0,NBA,82,23,59,0.28,19880,2967,6757,2477,5303,490,1454,1524,2095,1029,2457,3486,1530,521,213,1187,1761,7948,0.439100192,0.337001376,0.727446301,6.353658537,2.597560976,96.92682927
2008-09,NYK,0,0,NBA,82,32,50,0.39,19805,3157,7091,2334,4807,823,2284,1490,1900,911,2545,3456,1738,610,204,1174,1672,8627,0.445212241,0.36033275,0.784210526,7.43902439,2.487804878,105.2073171
2009-10,NYK,0,0,NBA,82,29,53,0.354,19880,3127,6876,2384,4731,743,2145,1376,1759,836,2477,3313,1772,586,305,1148,1638,8373,0.454770215,0.346386946,0.782262649,7.146341463,3.719512195,102.1097561
2010-11,NYK,0,0,NBA,82,42,40,0.512,19780,3140,6867,2375,4786,765,2081,1689,2087,847,2470,3317,1757,625,475,1123,1743,8734,0.457259356,0.367611725,0.80929564,7.62195122,5.792682927,106.5121951
2011-12,NYK,0,0,NBA,66,36,30,0.545,15940,2365,5335,1848,3797,517,1538,1211,1634,743,2012,2755,1328,622,276,1056,1391,6458,0.443298969,0.336150845,0.741126071,9.424242424,4.181818182,97.84848485
2012-13,NYK,0,0,NBA,82,54,28,0.659,19730,2996,6689,2105,4318,891,2371,1313,1729,890,2436,3326,1579,672,294,988,1650,8196,0.447899537,0.375790806,0.759398496,8.195121951,3.585365854,99.95121951
2013-14,NYK,0,0,NBA,82,37,45,0.451,19855,3027,6739,2268,4701,759,2038,1271,1670,870,2437,3307,1641,631,367,1063,1815,8084,0.449176436,0.372423945,0.761077844,7.695121951,4.475609756,98.58536585
2014-15,NYK,0,0,NBA,82,17,65,0.207,19855,2882,6726,2322,5112,560,1614,1211,1575,867,2443,3310,1746,575,382,1206,1768,7535,0.42848647,0.346964064,0.768888889,7.012195122,4.658536585,91.8902439
2015-16,NYK,0,0,NBA,82,32,50,0.39,19805,3022,6886,2412,5124,610,1762,1411,1753,850,2788,3638,1682,467,466,1099,1616,8065,0.438861458,0.346197503,0.804905876,5.695121951,5.682926829,98.35365854
2016-17,NYK,0,0,NBA,82,31,51,0.378,19855,3244,7256,2540,5234,704,2022,1364,1731,983,2723,3706,1786,581,455,1139,1668,8556,0.44707828,0.348170129,0.787983824,7.085365854,5.548780488,104.3414634
2017-18,NYK,0,0,NBA,82,29,53,0.354,19830,3334,7193,2661,5279,673,1914,1225,1557,859,2752,3611,1912,552,421,1207,1682,8566,0.463506187,0.351619645,0.786769428,6.731707317,5.134146341,104.4634146
2018-19,NYK,0,0,NBA,82,17,65,0.207,19780,3134,7241,2311,4820,823,2421,1484,1956,857,2811,3668,1646,557,422,1151,1713,8575,0.432813147,0.339942173,0.758691207,6.792682927,5.146341463,104.5731707
2008-09,OKC,0,0,NBA,82,23,59,0.28,19805,2999,6716,2671,5767,328,949,1626,2069,999,2497,3496,1663,608,371,1330,1655,7952,0.446545563,0.345626976,0.785886902,7.414634146,4.524390244,96.97560976
2009-10,OKC,0,0,NBA,82,50,32,0.61,19805,3063,6629,2645,5400,418,1229,1778,2210,960,2607,3567,1639,654,481,1227,1743,8322,0.462060643,0.340113914,0.804524887,7.975609756,5.865853659,101.4878049
2010-11,OKC,0,0,NBA,82,55,27,0.671,20005,3066,6609,2579,5206,487,1403,1977,2401,903,2604,3507,1672,654,487,1156,1836,8596,0.463912846,0.347113329,0.823406914,7.975609756,5.93902439,104.8292683
2011-12,OKC,0,1,NBA,66,47,19,0.712,15990,2462,5229,1990,3912,472,1317,1406,1744,726,2157,2883,1224,498,539,1079,1352,6802,0.470835724,0.358390281,0.806192661,7.545454545,8.166666667,103.0606061
2012-13,OKC,0,0,NBA,82,60,22,0.732,19830,3126,6504,2528,4916,598,1588,1819,2196,854,2725,3579,1753,679,624,1253,1654,8669,0.480627306,0.376574307,0.828324226,8.280487805,7.609756098,105.7195122
2013-14,OKC,0,0,NBA,82,59,23,0.72,19805,3194,6782,2530,4943,664,1839,1653,2052,887,2781,3668,1794,678,501,1256,1858,8705,0.470952521,0.361065797,0.805555556,8.268292683,6.109756098,106.1585366
2014-15,OKC,0,0,NBA,82,45,37,0.549,19830,3184,7119,2552,5255,632,1864,1524,2020,1052,2844,3896,1681,598,454,1205,1829,8524,0.447253828,0.339055794,0.754455446,7.292682927,5.536585366,103.9512195
2015-16,OKC,0,0,NBA,82,55,27,0.671,19830,3372,7082,2694,5137,678,1945,1616,2067,1071,2916,3987,1883,603,487,1305,1691,9038,0.476136685,0.348586118,0.781809386,7.353658537,5.93902439,110.2195122
2016-17,OKC,0,0,NBA,82,47,35,0.573,19805,3237,7169,2545,5053,692,2116,1575,2113,1002,2821,3823,1721,648,408,1230,1715,8741,0.45152741,0.327032136,0.745385708,7.902439024,4.975609756,106.597561
2017-18,OKC,0,0,NBA,82,48,34,0.585,19830,3271,7221,2390,4730,881,2491,1421,1985,1024,2671,3695,1750,743,412,1147,1653,8844,0.452984351,0.353673224,0.715869018,9.06097561,5.024390244,107.8536585
2018-19,OKC,0,0,NBA,82,49,33,0.598,19855,3497,7706,2565,5029,932,2677,1461,2049,1031,2911,3942,1917,766,425,1145,1839,9387,0.453802232,0.348150915,0.713030747,9.341463415,5.182926829,114.4756098
1989-90,ORL,0,0,NBA,82,18,64,0.22,19805,3457,7525,3341,7132,116,393,2060,2725,1304,2465,3769,1993,617,294,1407,1975,9090,0.459401993,0.295165394,0.755963303,7.524390244,3.585365854,110.8536585
1990-91,ORL,0,0,NBA,82,31,51,0.378,19780,3298,7256,3028,6502,270,754,1818,2447,1233,2429,3662,1809,602,306,1391,1976,8684,0.454520397,0.358090186,0.742950552,7.341463415,3.731707317,105.902439
1991-92,ORL,0,0,NBA,82,21,61,0.256,19705,3220,7102,3023,6494,197,608,1693,2268,1171,2329,3500,1792,643,367,1389,1977,8330,0.45339341,0.324013158,0.746472663,7.841463415,4.475609756,101.5853659
1992-93,ORL,0,0,NBA,82,41,41,0.5,19880,3257,6708,2940,5819,317,889,1821,2495,1040,2566,3606,1952,542,467,1429,1925,8652,0.485539654,0.356580427,0.729859719,6.609756098,5.695121951,105.5121951
1993-94,ORL,0,0,NBA,82,50,32,0.61,19730,3341,6883,2947,5746,394,1137,1590,2346,1177,2356,3533,2070,683,456,1327,1713,8666,0.485398809,0.346525945,0.677749361,8.329268293,5.56097561,105.6829268
1994-95,ORL,0,1,NBA,82,57,25,0.695,19930,3460,6899,2937,5487,523,1412,1648,2465,1149,2457,3606,2281,672,488,1297,1726,9091,0.50152196,0.370396601,0.668559838,8.195121951,5.951219512,110.8658537
1995-96,ORL,0,0,NBA,82,60,22,0.732,19855,3203,6640,2581,4995,622,1645,1543,2232,966,2401,3367,2080,663,406,1160,1709,8571,0.482379518,0.378115502,0.691308244,8.085365854,4.951219512,104.5243902
1996-97,ORL,0,0,NBA,82,45,37,0.549,19855,2839,6497,2272,4835,567,1662,1474,1975,1071,2221,3292,1689,694,363,1250,1643,7719,0.43697091,0.341155235,0.746329114,8.463414634,4.426829268,94.13414634
1997-98,ORL,0,0,NBA,82,41,41,0.5,19830,2771,6455,2478,5548,293,907,1552,2138,1178,2203,3381,1694,649,441,1258,1617,7387,0.429279628,0.323042999,0.725912067,7.914634146,5.37804878,90.08536585
1998-99,ORL,0,0,NBA,50,33,17,0.66,12050,1687,3943,1464,3268,223,675,876,1252,688,1445,2133,1067,496,213,819,935,4473,0.427846817,0.33037037,0.699680511,9.92,4.26,89.46
1999-00,ORL,0,0,NBA,82,41,41,0.5,19755,3169,7014,2875,6144,294,870,1574,2142,1145,2540,3685,1709,743,467,1443,1967,8206,0.451810664,0.337931034,0.734827264,9.06097561,5.695121951,100.0731707
2000-01,ORL,0,0,NBA,82,43,39,0.524,19955,3013,6873,2523,5527,490,1346,1476,2068,1069,2450,3519,1803,674,481,1245,2071,7992,0.438382075,0.364041605,0.713733075,8.219512195,5.865853659,97.46341463
2001-02,ORL,0,0,NBA,82,44,38,0.537,19830,3087,6893,2467,5233,620,1660,1446,1917,942,2440,3382,1804,665,384,1119,1700,8240,0.447845641,0.373493976,0.754303599,8.109756098,4.682926829,100.4878049
2002-03,ORL,0,0,NBA,82,42,40,0.512,19805,2947,6763,2379,5173,568,1590,1616,2079,958,2392,3350,1676,696,300,1177,1888,8078,0.435753364,0.357232704,0.777296777,8.487804878,3.658536585,98.51219512
2003-04,ORL,0,0,NBA,82,21,61,0.256,19830,2904,6768,2475,5520,429,1248,1474,2000,1003,2350,3353,1584,547,308,1123,1744,7711,0.429078014,0.34375,0.737,6.670731707,3.756097561,94.03658537
2004-05,ORL,0,0,NBA,82,36,46,0.439,19705,3034,6679,2714,5763,320,916,1772,2335,1038,2544,3582,1583,633,441,1322,1937,8160,0.45425962,0.349344978,0.75888651,7.719512195,5.37804878,99.51219512
2005-06,ORL,0,0,NBA,82,36,46,0.439,19905,2911,6167,2612,5371,299,796,1663,2277,892,2402,3294,1495,532,362,1240,1908,7784,0.472028539,0.375628141,0.730346948,6.487804878,4.414634146,94.92682927
2006-07,ORL,0,0,NBA,82,40,42,0.488,19780,2875,6090,2533,5128,342,962,1679,2393,920,2418,3338,1525,565,416,1392,1904,7771,0.472085386,0.355509356,0.701629753,6.890243902,5.073170732,94.76829268
2007-08,ORL,0,0,NBA,82,52,30,0.634,19780,3058,6446,2257,4372,801,2074,1650,2288,768,2677,3445,1706,520,333,1173,1688,8567,0.47440273,0.386210222,0.721153846,6.341463415,4.06097561,104.4756098
2008-09,ORL,0,1,NBA,82,59,23,0.72,19730,2929,6416,2112,4269,817,2147,1611,2253,819,2728,3547,1593,570,439,1142,1664,8286,0.456514963,0.380530973,0.715046605,6.951219512,5.353658537,101.0487805
2009-10,ORL,0,0,NBA,82,59,23,0.72,19730,3005,6394,2164,4153,841,2241,1575,2176,810,2736,3546,1615,512,456,1155,1629,8426,0.469971849,0.375278893,0.723805147,6.243902439,5.56097561,102.7560976
2010-11,ORL,0,0,NBA,82,52,30,0.634,19830,2956,6411,2186,4308,770,2103,1453,2101,864,2679,3543,1636,548,384,1224,1640,8135,0.461082514,0.366143604,0.69157544,6.682926829,4.682926829,99.20731707
2011-12,ORL,0,0,NBA,66,37,29,0.561,15965,2275,5162,1605,3377,670,1785,995,1508,742,2060,2802,1321,451,275,984,1168,6215,0.440720651,0.37535014,0.659814324,6.833333333,4.166666667,94.16666667
2012-13,ORL,0,0,NBA,82,20,62,0.244,19780,3093,6904,2587,5367,506,1537,1026,1359,890,2612,3502,1871,528,358,1191,1591,7718,0.448001159,0.329212752,0.754966887,6.43902439,4.365853659,94.12195122
2013-14,ORL,0,0,NBA,82,23,59,0.28,19955,3022,6784,2459,5188,563,1596,1307,1714,794,2654,3448,1726,630,350,1222,1678,7914,0.445459906,0.352756892,0.762543757,7.682926829,4.268292683,96.51219512
2014-15,ORL,0,0,NBA,82,25,57,0.305,19755,3076,6792,2522,5194,554,1598,1141,1565,822,2607,3429,1692,647,314,1221,1714,7847,0.452885748,0.346683354,0.729073482,7.890243902,3.829268293,95.69512195
2015-16,ORL,0,0,NBA,82,35,47,0.427,19905,3242,7120,2606,5302,636,1818,1249,1649,843,2709,3552,1933,673,417,1155,1701,8369,0.455337079,0.349834983,0.757428745,8.207317073,5.085365854,102.0609756
2016-17,ORL,0,0,NBA,82,29,53,0.354,19805,3139,7133,2438,4994,701,2139,1309,1753,807,2734,3541,1820,580,396,1091,1584,8288,0.440067293,0.327723235,0.746719909,7.073170732,4.829268293,101.0731707
2017-18,ORL,0,0,NBA,82,25,57,0.305,19730,3182,7042,2338,4637,844,2405,1271,1678,722,2692,3414,1921,622,400,1192,1579,8479,0.451860267,0.350935551,0.757449344,7.585365854,4.87804878,103.402439
2018-19,ORL,0,0,NBA,82,42,40,0.512,19780,3316,7307,2379,4674,937,2633,1231,1575,822,2902,3724,2095,543,445,1082,1526,8800,0.453811414,0.355867831,0.781587302,6.62195122,5.426829268,107.3170732
1979-80,PHI,0,1,NBA,82,59,23,0.72,19855,3523,7156,3496,7031,27,125,1876,2431,1187,2635,3822,2226,792,652,1708,1860,8949,0.492314142,0.216,0.771698889,9.658536585,7.951219512,109.1341463
1980-81,PHI,0,0,NBA,82,62,20,0.756,19855,3636,7073,3617,6989,19,84,1865,2427,1091,2618,3709,2369,857,591,1702,2061,9156,0.514067581,0.226190476,0.768438401,10.45121951,7.207317073,111.6585366
1981-82,PHI,0,1,NBA,82,58,24,0.707,19855,3616,6974,3575,6835,41,139,1846,2471,1031,2389,3420,2264,856,622,1474,2183,9119,0.518497276,0.294964029,0.747065965,10.43902439,7.585365854,111.2073171
1982-83,PHI,1,1,NBA,82,65,17,0.793,19830,3600,7212,3575,7103,25,109,1966,2650,1334,2596,3930,2016,812,577,1627,2041,9191,0.499168053,0.229357798,0.741886792,9.902439024,7.036585366,112.0853659
1983-84,PHI,0,0,NBA,82,52,30,0.634,19955,3384,6833,3355,6726,29,107,2041,2706,1181,2382,3563,2032,807,653,1628,2040,8838,0.49524367,0.271028037,0.754249815,9.841463415,7.963414634,107.7804878
1984-85,PHI,0,0,NBA,82,58,24,0.707,19805,3443,6992,3384,6768,59,224,2316,2883,1301,2364,3665,1999,817,534,1575,1971,9261,0.492419908,0.263392857,0.803329865,9.963414634,6.512195122,112.9390244
1985-86,PHI,0,0,NBA,82,54,28,0.659,19905,3435,7058,3384,6834,51,224,2130,2810,1326,2378,3704,2017,862,490,1595,1798,9051,0.48668178,0.227678571,0.758007117,10.51219512,5.975609756,110.3780488
1986-87,PHI,0,0,NBA,82,45,37,0.549,19880,3335,6792,3247,6452,88,340,1971,2617,1178,2327,3505,1943,768,540,1519,1774,8729,0.491018846,0.258823529,0.753152465,9.365853659,6.585365854,106.4512195
1987-88,PHI,0,0,NBA,82,36,46,0.439,19905,3214,6785,3062,6314,152,471,2087,2731,1219,2307,3526,1897,672,465,1433,1866,8667,0.473691968,0.322717622,0.764188942,8.195121951,5.670731707,105.695122
1988-89,PHI,0,0,NBA,82,46,36,0.561,19780,3500,7201,3296,6555,204,646,1970,2504,1143,2356,3499,2110,689,354,1214,1721,9174,0.486043605,0.315789474,0.786741214,8.402439024,4.317073171,111.8780488
1989-90,PHI,0,0,NBA,82,53,29,0.646,19805,3437,7028,3248,6485,189,543,1976,2509,1111,2406,3517,1932,687,365,1209,1697,9039,0.489043825,0.348066298,0.787564767,8.37804878,4.451219512,110.2317073
1990-91,PHI,0,0,NBA,82,44,38,0.537,20080,3289,6925,3094,6307,195,618,1868,2366,984,2496,3480,1824,678,479,1230,1629,8641,0.474945848,0.315533981,0.789518174,8.268292683,5.841463415,105.3780488
1991-92,PHI,0,0,NBA,82,35,47,0.427,19755,3187,6761,2960,6081,227,680,1757,2267,1058,2309,3367,1755,692,482,1238,1582,8358,0.471379973,0.333823529,0.775033083,8.43902439,5.87804878,101.9268293
1992-93,PHI,0,0,NBA,82,26,56,0.317,19930,3225,7075,2895,6134,330,941,1776,2259,1031,2431,3462,2038,672,566,1362,1604,8556,0.455830389,0.350690755,0.786188579,8.195121951,6.902439024,104.3414634
1993-94,PHI,0,0,NBA,82,25,57,0.305,19805,3103,6819,2785,5877,318,942,1509,2112,1012,2394,3406,1827,663,525,1368,1488,8033,0.45505206,0.337579618,0.714488636,8.085365854,6.402439024,97.96341463
1994-95,PHI,0,0,NBA,82,24,58,0.293,19805,2949,6577,2594,5641,355,936,1567,2125,1105,2230,3335,1566,643,576,1355,1835,7820,0.448380721,0.379273504,0.737411765,7.841463415,7.024390244,95.36585366
1995-96,PHI,0,0,NBA,82,18,64,0.22,19730,2796,6418,2304,4980,492,1438,1662,2263,1031,2161,3192,1629,643,420,1414,1777,7746,0.435649735,0.342141864,0.734423332,7.841463415,5.12195122,94.46341463
1996-97,PHI,0,0,NBA,82,22,60,0.268,19780,3003,6850,2570,5494,433,1356,1776,2450,1267,2355,3622,1695,683,394,1437,1733,8215,0.438394161,0.319321534,0.724897959,8.329268293,4.804878049,100.1829268
1997-98,PHI,0,0,NBA,82,31,51,0.378,19755,2837,6409,2594,5599,243,810,1734,2352,1125,2294,3419,1729,729,490,1354,1878,7651,0.442658761,0.3,0.737244898,8.890243902,5.975609756,93.30487805
1998-99,PHI,0,0,NBA,50,28,22,0.56,12150,1656,3883,1558,3512,98,371,1073,1486,729,1428,2157,934,542,271,822,1152,4483,0.426474375,0.264150943,0.722072678,10.84,5.42,89.66
1999-00,PHI,0,0,NBA,82,49,33,0.598,19830,2993,6776,2785,6133,208,643,1577,2226,1147,2468,3615,1817,791,386,1284,1939,7771,0.441706021,0.32348367,0.708445642,9.646341463,4.707317073,94.76829268
